2026-09-02T03:01:33.380179646Z I0902 03:01:33.380135       1 secure_serving.go:214] Serving securely on [::]:6443
2026-09-04T01:06:53.787891302Z E0904 01:06:53.787658       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T01:06:57.638142035Z E0904 01:06:57.637663       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T01:06:57.638228704Z E0904 01:06:57.637770       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T01:22:32.070972031Z I0904 01:22:32.070531       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T01:54:48.621959912Z I0904 01:54:48.621467       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T02:19:33.393799024Z E0904 02:19:33.392607       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T02:19:33.395309438Z E0904 02:19:33.392607       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T03:59:01.403743173Z E0904 03:59:01.403534       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T03:59:14.235799024Z E0904 03:59:14.235431       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T03:59:14.235865834Z E0904 03:59:14.235503       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T03:59:29.817489356Z I0904 03:59:29.817212       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T04:09:29.818460421Z I0904 04:09:29.818246       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T04:23:59.101651092Z I0904 04:23:59.100903       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T04:46:58.814954485Z I0904 04:46:58.814554       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T05:00:51.463912546Z E0904 05:00:51.463361       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T05:00:51.463973226Z E0904 05:00:51.463361       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T05:10:47.155915633Z E0904 05:10:47.155631       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T05:16:07.933794054Z I0904 05:16:07.933144       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T05:26:07.525193197Z I0904 05:26:07.524528       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T05:36:07.324037077Z I0904 05:36:07.323705       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T05:46:07.224838145Z I0904 05:46:07.224536       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T05:56:07.124472600Z I0904 05:56:07.124129       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T06:06:07.125913281Z I0904 06:06:07.125661       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T06:26:38.864575004Z I0904 06:26:38.864283       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T07:01:17.048391938Z E0904 07:01:17.048269       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T07:01:17.048428482Z E0904 07:01:17.048299       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T07:02:01.500195289Z I0904 07:02:01.500031       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T07:07:02.642811832Z E0904 07:07:02.642672       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T07:21:48.926669299Z I0904 07:21:48.926443       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T07:53:32.771264015Z I0904 07:53:32.771028       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T08:02:48.561527804Z E0904 08:02:48.561363       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T08:02:48.561568509Z E0904 08:02:48.561386       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T08:03:32.771969864Z I0904 08:03:32.771670       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T08:08:38.456432843Z E0904 08:08:38.456211       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T08:13:32.773210298Z I0904 08:13:32.772767       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T08:25:27.250782120Z I0904 08:25:27.250549       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T08:35:27.250921828Z I0904 08:35:27.250731       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T08:45:27.251830374Z I0904 08:45:27.251462       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T09:05:38.123327737Z E0904 09:05:38.123073       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T09:05:38.123402096Z E0904 09:05:38.123073       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T09:10:51.925125545Z I0904 09:10:51.924852       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T09:20:51.926319666Z I0904 09:20:51.926085       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T09:30:51.926639731Z I0904 09:30:51.926446       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T09:40:51.927517805Z I0904 09:40:51.926834       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T09:50:51.928381200Z I0904 09:50:51.927878       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T10:03:30.338917036Z I0904 10:03:30.338667       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T11:18:15.781567863Z E0904 11:18:15.781418       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T11:18:15.781762559Z E0904 11:18:15.781444       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T12:05:34.380143154Z I0904 12:05:34.379952       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T12:15:34.381500524Z I0904 12:15:34.380871       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T12:25:34.381961130Z I0904 12:25:34.381802       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T12:35:34.282862775Z I0904 12:35:34.282448       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T12:37:51.494286288Z E0904 12:37:51.494050       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T12:37:51.494499785Z E0904 12:37:51.494051       1 authentication.go:76] "Unable to authenticate the request" err="[invalid bearer token, service account token has expired]"
2026-09-04T12:41:25.459440179Z I0904 12:41:25.459330       1 alloc.go:329] "allocated clusterIPs" service="platform-metrics/metrics-collector" clusterIPs={"IPv4":"10.96.93.61"}
2026-09-04T12:41:25.477901935Z I0904 12:41:25.477772       1 alloc.go:329] "allocated clusterIPs" service="log-aggregation/log-shipper" clusterIPs={"IPv4":"10.96.115.207"}
2026-09-04T12:41:25.489756303Z I0904 12:41:25.489681       1 alloc.go:329] "allocated clusterIPs" service="message-broker/queue-server" clusterIPs={"IPv4":"10.96.203.26"}
2026-09-04T12:41:25.503189437Z I0904 12:41:25.503047       1 alloc.go:329] "allocated clusterIPs" service="user-profiles/profile-api" clusterIPs={"IPv4":"10.96.38.106"}
2026-09-04T12:41:25.513803006Z I0904 12:41:25.513722       1 alloc.go:329] "allocated clusterIPs" service="cdn-edge/edge-cache" clusterIPs={"IPv4":"10.96.157.15"}
2026-09-04T12:41:25.527905455Z I0904 12:41:25.527815       1 alloc.go:329] "allocated clusterIPs" service="ab-testing/experiment-api" clusterIPs={"IPv4":"10.96.221.189"}
2026-09-04T12:41:25.539110041Z I0904 12:41:25.539047       1 alloc.go:329] "allocated clusterIPs" service="email-delivery/smtp-relay" clusterIPs={"IPv4":"10.96.3.34"}
2026-09-04T12:41:25.550337450Z I0904 12:41:25.550267       1 alloc.go:329] "allocated clusterIPs" service="session-store/session-cache" clusterIPs={"IPv4":"10.96.190.196"}
2026-09-04T12:41:25.576571887Z I0904 12:41:25.576489       1 alloc.go:329] "allocated clusterIPs" service="feature-flags/flag-server" clusterIPs={"IPv4":"10.96.142.172"}
2026-09-04T12:41:25.587557076Z I0904 12:41:25.587449       1 alloc.go:329] "allocated clusterIPs" service="geo-routing/geoip-api" clusterIPs={"IPv4":"10.96.224.208"}
2026-09-04T12:41:25.598552967Z I0904 12:41:25.598489       1 alloc.go:329] "allocated clusterIPs" service="push-notifications/push-dispatcher" clusterIPs={"IPv4":"10.96.35.176"}
2026-09-04T12:41:25.612502237Z I0904 12:41:25.612421       1 alloc.go:329] "allocated clusterIPs" service="asset-pipeline/thumbnailer" clusterIPs={"IPv4":"10.96.216.40"}
2026-09-04T12:41:25.623773500Z I0904 12:41:25.623636       1 alloc.go:329] "allocated clusterIPs" service="distributed-tracing/span-collector" clusterIPs={"IPv4":"10.96.130.161"}
2026-09-04T12:41:25.635751977Z I0904 12:41:25.635674       1 alloc.go:329] "allocated clusterIPs" service="internal-dns/dns-forwarder" clusterIPs={"IPv4":"10.96.46.149"}
2026-09-04T12:41:25.650153412Z I0904 12:41:25.650071       1 alloc.go:329] "allocated clusterIPs" service="loyalty-points/points-engine" clusterIPs={"IPv4":"10.96.218.194"}
2026-09-04T12:41:25.667202241Z I0904 12:41:25.667113       1 alloc.go:329] "allocated clusterIPs" service="pricing-sync/price-worker" clusterIPs={"IPv4":"10.96.114.67"}
2026-09-04T12:41:25.682061671Z I0904 12:41:25.681906       1 alloc.go:329] "allocated clusterIPs" service="media-transcode/transcode-worker" clusterIPs={"IPv4":"10.96.112.74"}
2026-09-04T12:41:25.693405942Z I0904 12:41:25.693338       1 alloc.go:329] "allocated clusterIPs" service="partner-api/partner-gateway" clusterIPs={"IPv4":"10.96.245.186"}
2026-09-04T12:41:25.707308317Z I0904 12:41:25.707215       1 alloc.go:329] "allocated clusterIPs" service="webhooks/webhook-relay" clusterIPs={"IPv4":"10.96.80.110"}
2026-09-04T12:41:25.718628558Z I0904 12:41:25.718556       1 alloc.go:329] "allocated clusterIPs" service="currency-rates/rates-fetcher" clusterIPs={"IPv4":"10.96.38.164"}
2026-09-04T12:41:25.729215390Z I0904 12:41:25.729146       1 controller.go:667] quota admission added evaluator for: cronjobs.batch
2026-09-04T12:41:31.551427047Z I0904 12:41:31.551281       1 alloc.go:329] "allocated clusterIPs" service="payments/payments-gateway" clusterIPs={"IPv4":"10.96.116.165"}
2026-09-04T12:42:00.112679467Z I0904 12:42:00.112529       1 controller.go:667] quota admission added evaluator for: jobs.batch
2026-09-04T12:45:34.283006851Z I0904 12:45:34.282538       1 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.96.0.0/16
2026-09-04T12:46:48.212007159Z I0904 12:46:48.211909       1 alloc.go:329] "allocated clusterIPs" service="platform-metrics/metrics-collector" clusterIPs={"IPv4":"10.96.66.158"}
2026-09-04T12:46:48.228494716Z I0904 12:46:48.228339       1 alloc.go:329] "allocated clusterIPs" service="log-aggregation/log-shipper" clusterIPs={"IPv4":"10.96.113.139"}
2026-09-04T12:46:48.242208020Z I0904 12:46:48.242082       1 alloc.go:329] "allocated clusterIPs" service="message-broker/queue-server" clusterIPs={"IPv4":"10.96.62.155"}
2026-09-04T12:46:48.255434673Z I0904 12:46:48.255230       1 alloc.go:329] "allocated clusterIPs" service="user-profiles/profile-api" clusterIPs={"IPv4":"10.96.167.254"}
2026-09-04T12:46:48.268155548Z I0904 12:46:48.267866       1 alloc.go:329] "allocated clusterIPs" service="cdn-edge/edge-cache" clusterIPs={"IPv4":"10.96.61.230"}
2026-09-04T12:46:48.279633294Z I0904 12:46:48.279551       1 alloc.go:329] "allocated clusterIPs" service="ab-testing/experiment-api" clusterIPs={"IPv4":"10.96.194.131"}
2026-09-04T12:46:48.291235827Z I0904 12:46:48.291158       1 alloc.go:329] "allocated clusterIPs" service="email-delivery/smtp-relay" clusterIPs={"IPv4":"10.96.160.195"}
2026-09-04T12:46:48.302559786Z I0904 12:46:48.302481       1 alloc.go:329] "allocated clusterIPs" service="session-store/session-cache" clusterIPs={"IPv4":"10.96.136.239"}
2026-09-04T12:46:48.316857865Z I0904 12:46:48.316789       1 alloc.go:329] "allocated clusterIPs" service="feature-flags/flag-server" clusterIPs={"IPv4":"10.96.237.19"}
2026-09-04T12:46:48.336829569Z I0904 12:46:48.336720       1 alloc.go:329] "allocated clusterIPs" service="geo-routing/geoip-api" clusterIPs={"IPv4":"10.96.49.221"}
2026-09-04T12:46:48.349927350Z I0904 12:46:48.349780       1 alloc.go:329] "allocated clusterIPs" service="push-notifications/push-dispatcher" clusterIPs={"IPv4":"10.96.240.56"}
2026-09-04T12:46:48.364833078Z I0904 12:46:48.364726       1 alloc.go:329] "allocated clusterIPs" service="asset-pipeline/thumbnailer" clusterIPs={"IPv4":"10.96.56.21"}
2026-09-04T12:46:48.382059654Z I0904 12:46:48.381975       1 alloc.go:329] "allocated clusterIPs" service="distributed-tracing/span-collector" clusterIPs={"IPv4":"10.96.197.205"}
2026-09-04T12:46:48.393735769Z I0904 12:46:48.393492       1 alloc.go:329] "allocated clusterIPs" service="internal-dns/dns-forwarder" clusterIPs={"IPv4":"10.96.27.61"}
2026-09-04T12:46:48.404953647Z I0904 12:46:48.404755       1 alloc.go:329] "allocated clusterIPs" service="loyalty-points/points-engine" clusterIPs={"IPv4":"10.96.89.19"}
2026-09-04T12:46:48.419396555Z I0904 12:46:48.419318       1 alloc.go:329] "allocated clusterIPs" service="pricing-sync/price-worker" clusterIPs={"IPv4":"10.96.149.195"}
2026-09-04T12:46:48.434581775Z I0904 12:46:48.434493       1 alloc.go:329] "allocated clusterIPs" service="media-transcode/transcode-worker" clusterIPs={"IPv4":"10.96.91.118"}
2026-09-04T12:46:48.450325353Z I0904 12:46:48.450160       1 alloc.go:329] "allocated clusterIPs" service="partner-api/partner-gateway" clusterIPs={"IPv4":"10.96.53.130"}
2026-09-04T12:46:48.461689810Z I0904 12:46:48.461595       1 alloc.go:329] "allocated clusterIPs" service="webhooks/webhook-relay" clusterIPs={"IPv4":"10.96.10.235"}
2026-09-04T12:46:48.474508641Z I0904 12:46:48.474276       1 alloc.go:329] "allocated clusterIPs" service="currency-rates/rates-fetcher" clusterIPs={"IPv4":"10.96.205.44"}
2026-09-04T12:46:54.404058482Z I0904 12:46:54.403976       1 alloc.go:329] "allocated clusterIPs" service="payments/payments-gateway" clusterIPs={"IPv4":"10.96.215.202"}
